Product_Name,Sub_Fund_Name,Issuer,Auth_Date,Doc,Deriv_Fund,Product_ID,Sub_Fund_ID,doc_url,doc,name,fund_type,id,subscription,switching,redemption,management,trustee,performance,admin,file_id,freq
Invesco Funds (AAV714),Invesco China A-Share Quant Equity Fund (BRW067),INVESCO Management S.A.,14/1/2022,Offering Documents,No,AAV714,BRW067,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRW067&docType=OD,1.0,invesco china a-share quant equity fund,stock,BRW067,0,1.00%,0,1.00%,0,0,0,BRW067,daily
Matthews Asia Funds (AXK085),Matthews Asia Funds - Asia Innovative Growth Fund (BRW241),Carne Global Fund Managers (Luxembourg) S.A.,12/1/2022,Offering Documents,No,AXK085,BRW241,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRW241&docType=OD,1.0,matthews asia funds - asia innovative growth fund,stock,BRW241,5%,1%,0,0.02%,0,0,0.5%,BRW241,daily
BlackRock Global Funds (AAR239),ESG Flex Choice Cautious Fund (BRY122),BlackRock (Luxembourg) S.A.,10/1/2022,Offering Documents,No,AAR239,BRY122,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRY122&docType=OD,1.0,esg flex choice cautious fund,other,BRY122,5%,0,0,0.84%,0,0,0,BRY122,daily
BlackRock Global Funds (AAR239),ESG Flex Choice Growth Fund (BRY123),BlackRock (Luxembourg) S.A.,10/1/2022,Offering Documents,No,AAR239,BRY123,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRY123&docType=OD,1.0,esg flex choice growth fund,stock,BRY123,5%,0,0,0.84%,0,0,0,BRY123,daily
BlackRock Global Funds (AAR239),ESG Flex Choice Moderate Fund (BRY124),BlackRock (Luxembourg) S.A.,10/1/2022,Offering Documents,No,AAR239,BRY124,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRY124&docType=OD,1.0,esg flex choice moderate fund,other,BRY124,5%,0,0,0.84%,0,0,0,BRY124,daily
Schroder International Selection Fund (AEU509),Sustainable Multi-Asset Income (BRV480),Schroder Investment Management (Europe) S.A.,10/1/2022,Offering Documents,No,AEU509,BRV480,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRV480&docType=OD,1.0,sustainable multi-asset income,bond,BRV480,5.00%,1.00%,0,1.25%,0,0,0.25%,BRV480,daily
AB (HK) Unit Trust Series (BFF199),AB (HK) All Market Income Portfolio (BRV468),AllianceBernstein Hong Kong Limited,29/12/2021,Offering Documents,No,BFF199,BRV468,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRV468&docType=OD,1.0,ab (hk) all market income portfolio,bond,BRV468,5.00%,0,0,1.50%,0.035%,0,1%,BRV468,daily
AB (HK) Unit Trust Series (BFF199),AB (HK) Asia Income Opportunities Portfolio (BRV469),AllianceBernstein Hong Kong Limited,29/12/2021,Offering Documents,No,BFF199,BRV469,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRV469&docType=OD,1.0,ab (hk) asia income opportunities portfolio,bond,BRV469,5.00%,0,0,1.10%,0.035%,0,1%,BRV469,daily
AB (HK) Unit Trust Series (BFF199),AB (HK) Low Volatility Equity Portfolio (BRV470),AllianceBernstein Hong Kong Limited,29/12/2021,Offering Documents,No,BFF199,BRV470,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRV470&docType=OD,1.0,ab (hk) low volatility equity portfolio,stock,BRV470,5.00%,0,0,1.50%,0.035%,0,1%,BRV470,daily
HSBC Global Investment Funds (AAU032),HSBC Global Investment Funds - Global Equity Sustainable Healthcare (BRJ482),HSBC Investment Funds (Luxembourg) S.A.,22/12/2021,Offering Documents,No,AAU032,BRJ482,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRJ482&docType=OD,1.0,hsbc global investment funds - global equity sustainable healthcare,stock,BRJ482,0,0,0,0,0,0,0,BRJ482,daily
BNP Paribas Funds (AEK802),BNP Paribas Funds Ecosystem Restoration (BRV085),BNP Paribas ASSET MANAGEMENT Luxembourg,13/12/2021,Offering Documents,No,AEK802,BRV085,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRV085&docType=OD,1.0,bnp paribas funds ecosystem restoration,other,BRV085,3%,1.5%,0,1.50%,0,0,0.40%,BRV085,daily
BNP Paribas Funds (AEK802),BNP Paribas Funds SMaRT Food (BRV086),BNP Paribas ASSET MANAGEMENT Luxembourg,13/12/2021,Offering Documents,No,AEK802,BRV086,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRV086&docType=OD,1.0,bnp paribas funds smart food,other,BRV086,3%,1.5%,0,1.75%,0,0,0.40%,BRV086,daily
BNP Paribas Funds (AEK802),BNP Paribas Funds Sustainable Multi-Asset Balanced (BRV083),BNP Paribas ASSET MANAGEMENT Luxembourg,13/12/2021,Offering Documents,No,AEK802,BRV083,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRV083&docType=OD,1.0,bnp paribas funds sustainable multi-asset balanced,other,BRV083,3%,1.5%,0,1.30%,0,0,0.30%,BRV083,daily
BNP Paribas Funds (AEK802),BNP Paribas Funds Sustainable Multi-Asset Growth (BRV084),BNP Paribas ASSET MANAGEMENT Luxembourg,13/12/2021,Offering Documents,No,AEK802,BRV084,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRV084&docType=OD,1.0,bnp paribas funds sustainable multi-asset growth,stock,BRV084,3%,1.5%,0,1.40%,0,0,0.30%,BRV084,daily
Franklin Templeton Investment Funds (ACG318),Templeton China A-Shares Fund (BRS929),Franklin Templeton International Services S.a.r.l.,13/12/2021,Offering Documents,No,ACG318,BRS929,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRS929&docType=OD,1.0,templeton china a-shares fund,other,BRS929,5.00%,1.00%,0,1.65%,0,0,0,BRS929,daily
Ninety One Global Strategy Fund (AAQ612),Asia Pacific Franchise Fund (BRV725),Ninety One Luxembourg S.A.,13/12/2021,Offering Documents,No,AAQ612,BRV725,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRV725&docType=OD,1.0,asia pacific franchise fund,other,BRV725,5%,0,0,1.50%,0,0,0.30%,BRV725,daily
First Sentier Investors Global Umbrella Fund plc (AER758),Stewart Investors Asia Pacific Leaders Sustainability Fund (BRS702),Board of Director - First Sentier Investors Global Umbrella Fund plc,10/12/2021,Offering Documents,No,AER758,BRS702,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRS702&docType=OD,1.0,stewart investors asia pacific leaders sustainability fund,other,BRS702,5%,1%,0,3%,0,0,0.03%,BRS702,daily
First Sentier Investors Global Umbrella Fund plc (AER758),Stewart Investors Asia Pacific Sustainability Fund (BRS704),Board of Director - First Sentier Investors Global Umbrella Fund plc,10/12/2021,Offering Documents,No,AER758,BRS704,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRS704&docType=OD,1.0,stewart investors asia pacific sustainability fund,other,BRS704,5%,1%,0,3%,0,0,0.03%,BRS704,daily
First Sentier Investors Global Umbrella Fund plc (AER758),Stewart Investors Global Emerging Markets Sustainability Fund (BRS703),Board of Director - First Sentier Investors Global Umbrella Fund plc,10/12/2021,Offering Documents,No,AER758,BRS703,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRS703&docType=OD,1.0,stewart investors global emerging markets sustainability fund,other,BRS703,5%,1%,0,3%,0,0,0.03%,BRS703,daily
Bosera Global Public Funds Series Open-ended Fund Company (BRK534),Bosera Greater China Enhanced Return Bond Fund (BRR570),"Bosera Asset Management (International) Co., Limited",8/12/2021,Offering Documents,No,BRK534,BRR570,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRR570&docType=OD,1.0,bosera greater china enhanced return bond fund,bond,BRR570,3%,1%,0,1.50%,0,0,0,BRR570,daily
Principal Prosperity Series (AHX979),Principal Sustainable Asian Allocation Fund (BRS093),Principal Asset Management Company (Asia) Limited,6/12/2021,Offering Documents,No,AHX979,BRS093,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRS093&docType=OD,1.0,principal sustainable asian allocation fund,other,BRS093,0,0,0,1.25%,0.3%,0,0,BRS093,daily
Principal Prosperity Series (AHX979),Principal Sustainable Asian Income Fund (BRS091),Principal Asset Management Company (Asia) Limited,6/12/2021,Offering Documents,No,AHX979,BRS091,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRS091&docType=OD,1.0,principal sustainable asian income fund,bond,BRS091,0,0,0,0.90%,0.3%,0,0,BRS091,daily
ChinaAMC Fund (BCC108),ChinaAMC New Horizon China A Share Fund (BRS967),FundRock Management Company S.A.,24/11/2021,Offering Documents,No,BCC108,BRS967,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRS967&docType=OD,1.0,chinaamc new horizon china a share fund,other,BRS967,,,,,,,,,
AB SICAV I (ANP585),Sustainable US Thematic Portfolio (BRQ994),AllianceBernstein (Luxembourg) S.a.r.l.,18/11/2021,Offering Documents,No,ANP585,BRQ994,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRQ994&docType=OD,1.0,sustainable us thematic portfolio,other,BRQ994,5%,0,0,1.5%,0,0,1.00%,BRQ994,daily
JPMorgan Funds (ACS938),JPMorgan Funds - Global Healthcare Fund (BRP163),JPMorgan Asset Management (Europe) S.a'r.l.,25/10/2021,Offering Documents,No,ACS938,BRP163,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRP163&docType=OD,1.0,jpmorgan funds - global healthcare fund,other,BRP163,5.0%,1.0%,0%,1.5%,0,0,0.3%,BRP163,daily
BOC-Prudential Index Fund Series (AUX026),BOC-Prudential FTSE MPF China A Index Fund (BRN839),BOCI-Prudential Asset Management Limited,15/10/2021,Offering Documents,No,AUX026,BRN839,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRN839&docType=OD,1.0,boc-prudential ftse mpf china a index fund,index,BRN839,0,0,5%,0,0,0,0,BRN839,daily
Bosera Global Public Funds Series Open-ended Fund Company (BRK534),Bosera Zeal Hong Kong Equity Plus Fund (BRK536),"Bosera Asset Management (International) Co., Limited",15/10/2021,Offering Documents,No,BRK534,BRK536,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRK536&docType=OD,1.0,bosera zeal hong kong equity plus fund,stock,BRK536,3%,1%,0,1.75%,0,15%,0,BRK536,daily
Fidelity Global Investment Fund (AFH923),Fidelity Global Investment Fund - Global Corporate Bond Fund (BRE073),FIL Investment Management (Hong Kong) Limited,5/10/2021,Offering Documents,No,AFH923,BRE073,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRE073&docType=OD,1.0,fidelity global investment fund - global corporate bond fund,bond,BRE073,0,5%,0,0,0.10%,0,0,BRE073,daily
Fidelity Global Investment Fund (AFH923),Fidelity Global Investment Fund - RetireEasy Fund (BRE072),FIL Investment Management (Hong Kong) Limited,5/10/2021,Offering Documents,No,AFH923,BRE072,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRE072&docType=OD,1.0,fidelity global investment fund - retireeasy fund,other,BRE072,0,5%,0,0,0.10%,0,0,BRE072,daily
CMBC Aggregate Fund (BPM389),CMBC Aggregate Greater China Strategy Fund (BRK074),CMBC Asset Management Company Limited,15/9/2021,Offering Documents,No,BPM389,BRK074,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRK074&docType=OD,1.0,cmbc aggregate greater china strategy fund,other,BRK074,3%,2%,0,1.20%,0.08%,20%,0,BRK074,daily
Aberdeen Standard Liquidity Fund (Lux) (BRB594),Aberdeen Standard Liquidity Fund (Lux) - US Dollar Fund (BRB596),Abrdn Investments Luxembourg S.A.,8/9/2021,Offering Documents,No,BRB594,BRB596,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRB596&docType=OD,1.0,aberdeen standard liquidity fund (lux) - us dollar fund,other,BRB596,0,0,0,0.01%,0,0,0,BRB596,daily
Taikang Kaitai Funds (BBQ508),Taikang Kaitai Hong Kong Dollar Money Market Fund (BRG187),Taikang Asset Management (Hong Kong) Company Limited,2/9/2021,Offering Documents,No,BBQ508,BRG187,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRG187&docType=OD,1.0,taikang kaitai hong kong dollar money market fund,other,BRG187,5%,1%,0,0.40%,0.075%,0,0,BRG187,daily
Legg Mason Global Funds Plc (ANO878),Legg Mason Brandywine Global Income Optimiser Fund (BRI690),Franklin Templeton International Services S.a.r.l.,24/8/2021,Offering Documents,No,ANO878,BRI690,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRI690&docType=OD,1.0,legg mason brandywine global income optimiser fund,bond,BRI690,5.00%,0,0,1.10%,0,0,0.15%,BRI690,daily
Pictet (AOY988),Pictet - Global Thematic Opportunities (BRJ321),Pictet Asset Management (Europe) S.A.,24/8/2021,Offering Documents,No,AOY988,BRJ321,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRJ321&docType=OD,1.0,pictet - global thematic opportunities,other,BRJ321,5.0%,2.0%,3.0%,1.60%,0,0,0.29%,BRJ321,daily
Pictet (AOY988),Pictet - Human (BRJ320),Pictet Asset Management (Europe) S.A.,24/8/2021,Offering Documents,No,AOY988,BRJ320,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRJ320&docType=OD,1.0,pictet - human,other,BRJ320,5.0%,2.0%,3.0%,1.60%,0,0,0.29%,BRJ320,daily
Allianz Global Investors Choice Fund (AFH733),Allianz Choice China A-Shares Fund (BRC209),Allianz Global Investors Asia Pacific Limited,5/8/2021,Offering Documents,No,AFH733,BRC209,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRC209&docType=OD,1.0,allianz choice china a-shares fund,other,BRC209,5%,5%,2%,0.45%,0.07%,0.45%,0.45%,BRC209,daily
Fidelity Funds (AAV264),Fidelity Funds - China RMB Bond Fund (BRG453),FIL Investment Management (Luxembourg) S.A.,2/8/2021,Offering Documents,No,AAV264,BRG453,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRG453&docType=OD,1.0,fidelity funds - china rmb bond fund,bond,BRG453,3.5%,1%,0,0.75%,0,0,0.35%,BRG453,daily
Eastspring Investments (APD368),Eastspring Investments - Asia Sustainable Bond Fund (BRH008),Eastspring Investments (Luxembourg) S.A.,27/7/2021,Offering Documents,No,APD368,BRH008,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRH008&docType=OD,1.0,eastspring investments - asia sustainable bond fund,bond,BRH008,3%,0,0,1.00%,0,0,0,BRH008,daily
HSBC Collective Investment Trust (BBR113),HSBC Global Sustainable Multi-Asset Income Fund (BRF681),HSBC Investment Funds (Hong Kong) Limited,19/7/2021,Offering Documents,No,BBR113,BRF681,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRF681&docType=OD,1.0,hsbc global sustainable multi-asset income fund,bond,BRF681,3.00%,1.0%,0,1.25%,0.07%,0,0,BRF681,daily
HSBC Global Investment Funds (AAU032),HSBC Global Investment Funds - Ultra Short Duration Bond (BRE374),HSBC Investment Funds (Luxembourg) S.A.,16/7/2021,Offering Documents,No,AAU032,BRE374,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRE374&docType=OD,1.0,hsbc global investment funds - ultra short duration bond,bond,BRE374,3.00%,1%,0,0.30%,0,0,0.15%,BRE374,daily
Amundi Funds (AGC783),Emerging Markets Green Bond (BRG218),Amundi Luxembourg S.A.,14/7/2021,Offering Documents,No,AGC783,BRG218,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRG218&docType=OD,1.0,emerging markets green bond,bond,BRG218,4.50%,1.00%,0,1.45%,0,0,0,BRG218,daily
Eastspring Investments (APD368),Eastspring Investments - China A Shares Growth Fund (BQW529),Eastspring Investments (Luxembourg) S.A.,12/7/2021,Offering Documents,No,APD368,BQW529,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BQW529&docType=OD,1.0,eastspring investments - china a shares growth fund,stock,BQW529,5%,0,0,1.50%,0,0,0,BQW529,daily
Value Partners Ireland Fund ICAV (BPR817),Value Partners China A Shares Consumption Fund (BQW755),Carne Global Fund Managers (Ireland) Limited,12/7/2021,Offering Documents,No,BPR817,BQW755,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BQW755&docType=OD,1.0,value partners china a shares consumption fund,other,BQW755,5%,0,0,0.05%,0,0,0.08%,BQW755,daily
China Life Franklin Global Fund (BPV896),Global Growth Fund (BRD778),"China Life Franklin Asset Management Co., Limited",7/7/2021,Offering Documents,No,BPV896,BRD778,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRD778&docType=OD,1.0,global growth fund,stock,BRD778,5%,0,0,1.5%,0.5%,0,0,BRD778,daily
China Life Franklin Global Fund (BPV896),Select High Yield Bond Fund (BRD779),"China Life Franklin Asset Management Co., Limited",7/7/2021,Offering Documents,No,BPV896,BRD779,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRD779&docType=OD,1.0,select high yield bond fund,bond,BRD779,5%,0,0,1%,0.5%,0,0,BRD779,daily
T. Rowe Price Funds SICAV (BGZ799),Global Select Equity Fund (BRD891),T. Rowe Price (Luxembourg) Management S.a r.l.,25/6/2021,Offering Documents,No,BGZ799,BRD891,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRD891&docType=OD,1.0,global select equity fund,stock,BRD891,5%,0,0,0.785%,0,0,0.17%,BRD891,daily
T. Rowe Price Funds SICAV (BGZ799),Global Value Equity Fund (BRD892),T. Rowe Price (Luxembourg) Management S.a r.l.,25/6/2021,Offering Documents,No,BGZ799,BRD892,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRD892&docType=OD,1.0,global value equity fund,stock,BRD892,5%,0,0,0.75%,0,0,0.17%,BRD892,daily
Allianz Global Investors Fund (AOY394),Allianz China A Opportunities (BRB844),Allianz Global Investors GmbH,16/6/2021,Offering Documents,No,AOY394,BRB844,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRB844&docType=OD,1.0,allianz china a opportunities,other,BRB844,5%,5%,0,2.25%,0,0,0,BRB844,daily
Allianz Global Investors Fund (AOY394),Allianz China Strategic Bond (BRB845),Allianz Global Investors GmbH,16/6/2021,Offering Documents,No,AOY394,BRB845,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRB845&docType=OD,1.0,allianz china strategic bond,bond,BRB845,3%,3%,0,0.65%,0,0,0,BRB845,daily
Allianz Global Investors Fund (AOY394),Allianz Global Equity Growth (BRB846),Allianz Global Investors GmbH,16/6/2021,Offering Documents,No,AOY394,BRB846,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRB846&docType=OD,1.0,allianz global equity growth,stock,BRB846,5%,5%,0,1.80%,0,0,0,BRB846,daily
Allianz Global Investors Fund (AOY394),Allianz Global Water (BRB847),Allianz Global Investors GmbH,16/6/2021,Offering Documents,No,AOY394,BRB847,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRB847&docType=OD,1.0,allianz global water,other,BRB847,5%,5%,0,2.05%,0,0,0,BRB847,daily
Allianz Global Investors Fund (AOY394),Allianz Positive Change (BRB848),Allianz Global Investors GmbH,16/6/2021,Offering Documents,No,AOY394,BRB848,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRB848&docType=OD,1.0,allianz positive change,other,BRB848,5%,5%,0,1.90%,0,0,0,BRB848,daily
Allianz Global Investors Fund (AOY394),Allianz Renminbi Fixed Income (BRB849),Allianz Global Investors GmbH,16/6/2021,Offering Documents,No,AOY394,BRB849,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRB849&docType=OD,1.0,allianz renminbi fixed income,bond,BRB849,3%,3%,0,0.99%,0,0,0,BRB849,daily
Allianz Global Investors Fund (AOY394),Allianz Smart Energy (BRB850),Allianz Global Investors GmbH,16/6/2021,Offering Documents,No,AOY394,BRB850,https://apps.sfc.hk/productlistWeb/searchProduct/getDocListNoDate.do?lang=EN&ceref=BRB850&docType=OD,1.0,allianz smart energy,other,BRB850,5%,5%,0,1.90%,0,0,0,BRB850,daily
